ticket_id,account_id,subject,category,status,priority,created_at,resolved_at,csat_score
485,143,Data or exactly.,onboarding,resolved,high,2026-05-17 22:50:37,2026-05-18 14:50:37,4.0
486,489,Blood help push finish individual reveal.,technical,resolved,medium,2026-05-17 23:01:35,2026-05-19 17:01:35,3.0
487,207,New to ask should write fly.,technical,closed,medium,2026-05-17 22:47:54,2026-05-20 22:47:54,5.0
488,139,Town according foot either well.,feature_request,resolved,critical,2026-05-17 23:01:30,2026-05-18 00:01:30,3.0
489,35,President worry happen own want ability.,feature_request,in_progress,high,2026-05-17 23:01:44,,
490,84,Minute baby finally.,technical,resolved,critical,2026-05-17 23:02:11,2026-05-18 05:02:11,4.0
491,234,Analysis American expect scientist public.,billing,resolved,low,2026-05-17 23:02:17,2026-05-23 22:02:17,4.0
492,8,Space skin between standard.,onboarding,in_progress,low,2026-05-17 22:59:36,,
493,167,Much deep environment.,technical,closed,medium,2026-05-17 22:59:26,2026-05-18 13:59:26,3.0
494,13,Behavior fact shoulder be.,feature_request,open,high,2026-05-17 22:54:05,,
495,398,Catch less forget least.,feature_request,open,high,2026-05-17 22:58:11,,
496,223,Experience dinner cold necessary training.,onboarding,in_progress,medium,2026-05-17 22:53:57,,
497,208,Maybe conference provide relate many assume need notice.,onboarding,resolved,low,2026-05-17 22:57:16,2026-05-22 15:57:16,2.0
498,296,Through police authority nothing save attack product.,feature_request,resolved,critical,2026-05-17 22:41:39,2026-05-18 03:41:39,2.0
499,150,Environmental local than firm.,feature_request,in_progress,medium,2026-05-17 22:42:53,,
500,370,Value citizen mother bill.,billing,closed,medium,2026-05-17 22:44:44,2026-05-19 14:44:44,5.0
501,345,After skill agent.,billing,resolved,medium,2026-05-17 22:41:28,2026-05-20 01:41:28,4.0
502,38,Maybe notice well degree reason.,feature_request,resolved,critical,2026-05-17 23:02:41,2026-05-18 03:02:41,3.0
503,194,Operation attention growth.,technical,resolved,low,2026-05-17 22:53:05,2026-05-23 23:53:05,4.0
504,285,Charge tell production material bring and.,feature_request,resolved,medium,2026-05-17 22:40:44,2026-05-19 13:40:44,3.0
505,390,Local wind change race yeah budget explain.,feature_request,resolved,critical,2026-05-17 23:01:51,2026-05-18 07:01:51,3.0
506,333,Phone Republican treatment room animal care positive.,onboarding,resolved,high,2026-05-17 22:54:35,2026-05-18 02:54:35,5.0
507,259,Around worker floor parent car give nor exist.,onboarding,in_progress,medium,2026-05-17 22:48:08,,
508,149,Military language nice.,feature_request,closed,medium,2026-05-17 23:02:34,2026-05-18 16:02:34,4.0
509,153,News arrive place generation.,feature_request,resolved,medium,2026-05-17 22:44:13,2026-05-19 03:44:13,3.0
510,457,Knowledge opportunity eight tell actually.,feature_request,resolved,medium,2026-05-17 22:49:37,2026-05-18 06:49:37,5.0
511,293,According why third family ever either professional.,billing,resolved,medium,2026-05-17 23:02:15,2026-05-20 23:02:15,1.0
512,203,Boy land perhaps camera gas serve character.,billing,resolved,medium,2026-05-17 22:40:02,2026-05-19 10:40:02,2.0
513,143,At quite front artist available.,onboarding,resolved,low,2026-05-17 22:47:09,2026-05-22 17:47:09,1.0
514,202,Ready measure in difference risk win.,feature_request,resolved,high,2026-05-17 22:54:30,2026-05-18 08:54:30,4.0
515,410,Cultural soldier between new soldier strategy bed.,technical,in_progress,low,2026-05-17 22:47:28,,
516,100,Military edge debate resource common.,billing,open,high,2026-05-17 22:40:52,,
517,162,Growth several thus.,technical,open,medium,2026-05-17 22:53:42,,
518,3,Step own item ahead wear fight.,technical,resolved,medium,2026-05-17 22:54:20,2026-05-20 18:54:20,4.0
519,304,Least source off lead myself late.,onboarding,resolved,high,2026-05-17 22:53:19,2026-05-18 06:53:19,4.0
520,281,Thousand marriage traditional remember exactly lose song.,technical,in_progress,medium,2026-05-17 22:56:43,,
521,380,Radio believe dog article responsibility arm generation.,billing,open,medium,2026-05-17 22:57:04,,
522,21,Family couple question time these step.,feature_request,resolved,medium,2026-05-17 22:54:36,2026-05-19 01:54:36,4.0
523,99,Control think herself plan know else.,feature_request,resolved,low,2026-05-17 23:00:27,2026-05-18 23:00:27,3.0
524,222,Scientist same the marriage live.,onboarding,resolved,medium,2026-05-17 22:45:57,2026-05-18 22:45:57,4.0
525,352,Call suffer myself.,billing,resolved,medium,2026-05-17 22:56:30,2026-05-20 09:56:30,4.0
526,316,Door sit begin create Mrs positive list fish.,technical,resolved,medium,2026-05-17 22:40:58,2026-05-19 12:40:58,4.0
527,291,Focus history keep.,billing,resolved,high,2026-05-17 22:41:11,2026-05-18 21:41:11,3.0
528,38,Military notice foot others strategy have population management.,feature_request,in_progress,high,2026-05-17 22:57:21,,
529,176,However direction civil daughter today win kid.,feature_request,in_progress,medium,2026-05-17 22:41:56,,
530,448,Consider feel almost language business.,technical,resolved,high,2026-05-17 22:48:06,2026-05-18 10:48:06,3.0
531,4,Style character hospital huge sell leave.,technical,resolved,high,2026-05-17 22:41:32,2026-05-18 08:41:32,3.0
532,283,Long management mother.,technical,open,critical,2026-05-17 22:43:07,,
533,16,Around building tree third too who pressure.,technical,resolved,medium,2026-05-17 22:41:28,2026-05-18 08:41:28,4.0
534,120,Wrong live fall attack second point.,billing,closed,low,2026-05-17 22:53:00,2026-05-19 17:53:00,5.0
535,126,Unit themselves great safe act wall.,technical,open,high,2026-05-17 22:52:12,,
536,431,Finally by country court ever.,feature_request,resolved,medium,2026-05-17 22:54:59,2026-05-20 06:54:59,4.0
537,312,Include character key onto outside indeed somebody.,technical,resolved,low,2026-05-17 22:46:08,2026-05-23 15:46:08,2.0
538,36,Smile reality consumer cost.,billing,open,high,2026-05-17 22:46:43,,
539,194,Necessary open name join quite want.,feature_request,resolved,low,2026-05-17 22:52:27,2026-05-23 06:52:27,5.0
540,494,Nearly listen process opportunity.,feature_request,closed,medium,2026-05-17 22:48:01,2026-05-19 14:48:01,4.0
541,27,Particularly practice create establish success eye quickly.,feature_request,closed,medium,2026-05-17 22:56:09,2026-05-19 16:56:09,5.0
542,206,Change decade idea always speak avoid.,technical,resolved,medium,2026-05-17 22:48:57,2026-05-18 13:48:57,3.0
543,341,Know statement but quite effect.,feature_request,resolved,critical,2026-05-17 22:48:51,2026-05-18 05:48:51,5.0
544,402,Serve a close.,onboarding,resolved,medium,2026-05-17 22:47:09,2026-05-20 12:47:09,4.0
545,289,Describe certain increase.,technical,resolved,high,2026-05-17 22:57:11,2026-05-18 03:57:11,4.0
546,248,Job explain professor anyone get class hard where.,feature_request,resolved,critical,2026-05-17 22:54:06,2026-05-18 05:54:06,4.0
547,395,Possible wonder condition take food time.,technical,closed,critical,2026-05-17 22:49:27,2026-05-18 05:49:27,4.0
548,404,Administration whatever raise want resource manager low.,feature_request,resolved,high,2026-05-17 22:47:52,2026-05-18 05:47:52,2.0
549,35,Face many set research magazine court.,billing,closed,medium,2026-05-17 22:42:26,2026-05-20 08:42:26,4.0
550,413,Sure pick treatment while like.,billing,resolved,high,2026-05-17 22:55:04,2026-05-18 01:55:04,5.0
551,472,Plan seek sometimes threat suddenly run.,billing,in_progress,low,2026-05-17 22:42:17,,
552,192,Else white social director.,onboarding,resolved,medium,2026-05-17 22:45:50,2026-05-20 08:45:50,4.0
553,126,Three grow study.,feature_request,resolved,low,2026-05-17 23:01:15,2026-05-19 21:01:15,5.0
554,67,Life see year citizen but.,onboarding,resolved,medium,2026-05-17 23:00:06,2026-05-19 10:00:06,4.0
555,252,Surface impact order beyond surface develop real.,feature_request,resolved,high,2026-05-17 22:50:11,2026-05-18 10:50:11,4.0
556,83,Provide number institution bill consumer them.,feature_request,resolved,medium,2026-05-17 22:45:33,2026-05-20 14:45:33,3.0
557,473,Office happy senior art big nothing agent.,technical,closed,high,2026-05-17 22:40:30,2026-05-18 01:40:30,3.0
558,391,Power set myself gas success.,billing,resolved,high,2026-05-17 22:59:35,2026-05-18 09:59:35,5.0
559,243,Both minute trouble happen growth themselves ability marriage.,billing,resolved,medium,2026-05-17 22:58:42,2026-05-20 06:58:42,3.0
560,405,House traditional shake.,technical,resolved,medium,2026-05-17 22:41:56,2026-05-19 08:41:56,4.0
561,367,Bag trial maintain growth drop require start.,billing,closed,low,2026-05-17 22:45:02,2026-05-22 00:45:02,3.0
562,224,Require state force figure goal.,onboarding,closed,critical,2026-05-17 22:42:15,2026-05-18 03:42:15,4.0
563,231,Much body bring example us recently.,onboarding,open,high,2026-05-17 22:50:13,,
564,357,Go could now professor.,onboarding,resolved,medium,2026-05-17 22:41:49,2026-05-20 15:41:49,5.0
565,350,Wear leg country high right call.,onboarding,open,medium,2026-05-17 22:57:37,,
566,212,Box day expert issue director already usually.,feature_request,open,medium,2026-05-17 22:56:29,,
567,457,Voice foot state north store wear my provide.,feature_request,resolved,medium,2026-05-17 22:59:00,2026-05-19 02:59:00,3.0
568,226,Rate reason discuss play stock place Congress quite.,technical,closed,medium,2026-05-17 22:54:31,2026-05-18 11:54:31,3.0
569,198,Amount try against draw heavy.,technical,resolved,low,2026-05-17 23:02:19,2026-05-21 02:02:19,4.0
570,243,Treatment new argue.,feature_request,in_progress,low,2026-05-17 22:59:55,,
571,192,Cost third nor defense.,technical,resolved,medium,2026-05-17 22:50:45,2026-05-19 18:50:45,3.0
572,195,Thing shake station memory strategy goal create.,billing,resolved,high,2026-05-17 22:50:53,2026-05-18 04:50:53,3.0
573,346,Resource boy before read do remember.,billing,resolved,low,2026-05-17 22:51:27,2026-05-21 20:51:27,5.0
574,73,Book summer my truth water face window.,technical,resolved,low,2026-05-17 22:48:40,2026-05-19 17:48:40,3.0
575,326,Blue with production from talk example money.,onboarding,in_progress,medium,2026-05-17 22:50:03,,
576,2,Require be gas list name set democratic.,feature_request,resolved,medium,2026-05-17 22:58:45,2026-05-19 07:58:45,3.0
577,133,Stock her account send never.,feature_request,in_progress,medium,2026-05-17 22:52:28,,
578,415,He present receive effect mind Congress.,onboarding,resolved,low,2026-05-17 22:57:35,2026-05-19 14:57:35,4.0
579,80,Second deep natural bill more let.,billing,in_progress,medium,2026-05-17 22:42:47,,
580,239,Toward dinner expert kitchen evidence he system.,technical,resolved,medium,2026-05-17 22:41:50,2026-05-18 21:41:50,3.0
581,257,Green health bed adult tree reveal one.,billing,open,medium,2026-05-17 22:46:25,,
582,89,Education health country nothing under chance.,billing,in_progress,high,2026-05-17 22:54:31,,
583,82,Include never laugh its bag eight capital.,feature_request,resolved,critical,2026-05-17 22:53:40,2026-05-18 06:53:40,4.0
584,182,Democratic seat will all away forward page bank.,technical,closed,low,2026-05-17 22:58:24,2026-05-23 16:58:24,4.0
585,155,Program tell another rest threat.,billing,open,medium,2026-05-17 22:52:22,,
586,52,Imagine job tend learn country.,technical,open,medium,2026-05-17 22:45:34,,
587,428,Paper something among fine one black.,onboarding,resolved,critical,2026-05-17 22:57:27,2026-05-18 01:57:27,3.0
588,174,Whose evidence American rich.,technical,resolved,high,2026-05-17 22:44:17,2026-05-18 21:44:17,4.0
589,379,Bit but leg hit know.,feature_request,resolved,critical,2026-05-17 23:00:16,2026-05-18 04:00:16,5.0
590,378,Apply idea style pattern whatever.,onboarding,resolved,critical,2026-05-17 22:51:34,2026-05-18 03:51:34,3.0
591,291,While west social.,onboarding,closed,medium,2026-05-17 22:48:19,2026-05-19 08:48:19,4.0
592,112,Loss reflect economy tonight method pattern carry.,feature_request,resolved,high,2026-05-17 22:56:08,2026-05-18 21:56:08,4.0
593,367,Pm better whose bar test hundred across.,billing,resolved,medium,2026-05-17 22:54:10,2026-05-18 15:54:10,4.0
594,244,Expert form back enter myself.,technical,closed,medium,2026-05-17 22:45:51,2026-05-20 07:45:51,4.0
595,490,Glass court room important concern because mother conference.,technical,resolved,high,2026-05-17 22:41:21,2026-05-18 15:41:21,4.0
596,281,Before themselves serve trouble because economy.,billing,in_progress,critical,2026-05-17 22:46:26,,
597,88,Friend ago six pass month rich.,feature_request,open,medium,2026-05-17 22:54:14,,
598,68,Boy particularly top me city close question.,onboarding,resolved,high,2026-05-17 22:53:41,2026-05-18 04:53:41,5.0
599,134,Mother task cold truth.,billing,resolved,medium,2026-05-17 22:49:58,2026-05-19 03:49:58,5.0
600,67,Smile this decide third vote address by.,billing,closed,medium,2026-05-17 22:44:34,2026-05-20 08:44:34,5.0
601,461,Mention employee cold spend road eye.,feature_request,closed,low,2026-05-17 22:57:58,2026-05-24 10:57:58,5.0
602,235,Trade then admit me opportunity.,billing,resolved,low,2026-05-17 22:57:13,2026-05-21 16:57:13,4.0
603,474,Ball that help article garden save each.,feature_request,in_progress,high,2026-05-17 22:40:09,,
604,148,Eight finally matter open three important.,technical,in_progress,high,2026-05-17 22:59:57,,
605,193,True green similar ready child.,technical,resolved,low,2026-05-17 23:01:45,2026-05-19 04:01:45,5.0
606,186,Thank itself or add theory computer every.,billing,closed,low,2026-05-17 22:41:40,2026-05-20 18:41:40,4.0
607,341,Reason total game doctor.,technical,closed,medium,2026-05-17 23:00:14,2026-05-18 20:00:14,4.0
608,417,Evening agency dog value gun.,billing,in_progress,medium,2026-05-17 22:58:22,,
609,198,Note out whatever style.,technical,closed,low,2026-05-17 22:44:36,2026-05-20 13:44:36,5.0
610,378,Mouth green service blue mission campaign seat.,onboarding,resolved,low,2026-05-17 22:52:58,2026-05-21 23:52:58,3.0
611,374,Medical Republican professor over.,billing,closed,medium,2026-05-17 22:52:08,2026-05-19 08:52:08,4.0
612,185,Movement city until year write do cover.,onboarding,closed,medium,2026-05-17 22:51:19,2026-05-19 05:51:19,5.0
613,21,Hour model human military exactly message.,onboarding,in_progress,critical,2026-05-17 22:51:24,,
614,273,Answer almost serve operation.,technical,in_progress,medium,2026-05-17 22:41:33,,
615,481,Also treat why nice.,onboarding,resolved,medium,2026-05-17 22:44:13,2026-05-20 08:44:13,4.0
616,86,Green product type approach head whatever.,billing,in_progress,medium,2026-05-17 22:51:30,,
617,276,Focus environmental lot sometimes.,feature_request,resolved,high,2026-05-17 22:40:12,2026-05-18 03:40:12,3.0
618,333,Off choose light yet course able.,onboarding,resolved,medium,2026-05-17 23:00:12,2026-05-18 15:00:12,5.0
619,262,Discuss through design now protect long.,billing,resolved,medium,2026-05-17 22:59:41,2026-05-20 14:59:41,5.0
620,161,Child party live evening example impact.,technical,resolved,medium,2026-05-17 22:59:00,2026-05-20 16:59:00,5.0
621,430,Deal improve study happen expect pull develop.,billing,resolved,critical,2026-05-17 22:53:28,2026-05-18 04:53:28,3.0
622,459,Democratic kitchen natural police happy.,onboarding,closed,medium,2026-05-17 22:48:30,2026-05-19 02:48:30,3.0
623,272,Door see likely prove international safe.,technical,open,low,2026-05-17 22:47:23,,
624,43,House land unit anything lay agreement look.,onboarding,in_progress,medium,2026-05-17 22:47:39,,
625,336,Democratic food market dinner book system deal bank.,onboarding,resolved,medium,2026-05-17 22:52:41,2026-05-20 09:52:41,3.0
626,90,Success thing exist.,onboarding,resolved,low,2026-05-17 22:58:17,2026-05-19 06:58:17,4.0
627,223,Him office name dinner.,technical,resolved,medium,2026-05-17 22:48:31,2026-05-19 09:48:31,5.0
628,271,Able game deal choose maybe which much.,technical,resolved,high,2026-05-17 22:42:22,2026-05-18 12:42:22,5.0
629,124,Mind fly live training game month.,onboarding,resolved,low,2026-05-17 22:53:37,2026-05-22 16:53:37,4.0
630,385,Republican possible general piece skill station do be.,onboarding,resolved,high,2026-05-17 22:46:51,2026-05-18 11:46:51,4.0
631,101,Head travel quite.,onboarding,resolved,critical,2026-05-17 22:49:23,2026-05-18 03:49:23,4.0
632,468,Yet blood point find author some of our.,onboarding,in_progress,medium,2026-05-17 22:55:19,,
633,159,Room me avoid radio should.,billing,resolved,low,2026-05-17 23:00:22,2026-05-21 18:00:22,5.0
634,127,Bill message step capital real hour.,technical,resolved,medium,2026-05-17 22:52:07,2026-05-20 21:52:07,4.0
635,114,Week follow style.,onboarding,open,critical,2026-05-17 22:46:12,,
636,451,Risk four within black.,feature_request,closed,low,2026-05-17 22:43:40,2026-05-22 21:43:40,3.0
637,467,Program bad assume all.,technical,resolved,medium,2026-05-17 22:42:20,2026-05-18 23:42:20,4.0
638,47,Across study firm measure ok old.,billing,resolved,low,2026-05-17 22:58:01,2026-05-22 21:58:01,3.0
639,355,Ability eat brother fill safe radio.,feature_request,closed,medium,2026-05-17 23:02:15,2026-05-20 21:02:15,2.0
640,424,Property Democrat space model.,onboarding,resolved,medium,2026-05-17 23:01:57,2026-05-19 00:01:57,5.0
641,116,Half particularly might skin go within stay.,billing,resolved,low,2026-05-17 22:40:23,2026-05-21 14:40:23,4.0
642,191,Read discuss drug computer they.,technical,closed,low,2026-05-17 22:49:11,2026-05-20 23:49:11,4.0
643,385,Move significant call begin claim until argue structure.,onboarding,resolved,low,2026-05-17 22:39:50,2026-05-19 05:39:50,4.0
644,164,Whole perform they avoid religious special.,billing,resolved,low,2026-05-17 23:03:14,2026-05-19 17:03:14,4.0
645,253,Long focus current open hard collection within.,onboarding,closed,medium,2026-05-17 22:57:05,2026-05-19 21:57:05,3.0
646,10,Nearly case minute able.,billing,closed,critical,2026-05-17 23:00:37,2026-05-18 00:00:37,5.0
647,460,Why sea together fine eat address.,feature_request,resolved,high,2026-05-17 22:56:15,2026-05-18 08:56:15,5.0
648,250,Stage security shoulder term employee yes.,technical,open,high,2026-05-17 22:53:09,,
649,191,Yeah maintain door.,billing,open,high,2026-05-17 22:49:09,,
650,6,Remain poor boy current fund.,feature_request,in_progress,medium,2026-05-17 22:56:33,,
651,463,North hundred end why.,onboarding,resolved,medium,2026-05-17 22:43:14,2026-05-19 03:43:14,5.0
652,178,Young then my nation road.,onboarding,open,critical,2026-05-17 23:00:08,,
653,279,Form piece yourself.,billing,open,high,2026-05-17 23:03:08,,
654,491,Know cost onto yet ahead prove Republican.,technical,in_progress,high,2026-05-17 22:55:08,,
655,215,Take staff cell public realize.,onboarding,in_progress,low,2026-05-17 22:48:21,,
656,131,Themselves person kitchen yet decision never.,feature_request,closed,medium,2026-05-17 22:58:49,2026-05-20 16:58:49,5.0
657,352,Personal gun generation sell whose body like early.,billing,closed,low,2026-05-17 22:49:31,2026-05-20 10:49:31,5.0
658,158,Ask situation moment pattern sing artist.,feature_request,resolved,medium,2026-05-17 23:02:02,2026-05-19 01:02:02,2.0
659,445,Ahead responsibility hold area office food if.,technical,closed,low,2026-05-17 23:00:13,2026-05-23 18:00:13,3.0
660,256,Per buy wait whatever kid.,technical,resolved,medium,2026-05-17 22:56:13,2026-05-18 06:56:13,1.0
661,254,Enter place wind produce.,feature_request,resolved,medium,2026-05-17 22:57:21,2026-05-19 12:57:21,4.0
662,226,Set mother politics enter one capital.,billing,in_progress,low,2026-05-17 22:52:05,,
663,475,For feel floor whom name.,feature_request,resolved,low,2026-05-17 22:46:52,2026-05-20 11:46:52,5.0
664,355,Teach four whether contain reach.,technical,resolved,high,2026-05-17 23:02:00,2026-05-18 23:02:00,4.0
665,425,System what back win sign.,onboarding,resolved,critical,2026-05-17 22:57:40,2026-05-18 00:57:40,5.0
666,278,Real give job government.,billing,resolved,medium,2026-05-17 22:41:30,2026-05-19 06:41:30,4.0
667,306,Friend major can total degree.,billing,closed,low,2026-05-17 22:55:37,2026-05-24 21:55:37,4.0
668,306,Wonder item poor manage give.,onboarding,closed,low,2026-05-17 22:56:21,2026-05-24 17:56:21,5.0
669,377,Add we land behavior meet area.,billing,resolved,medium,2026-05-17 23:02:29,2026-05-19 03:02:29,5.0
670,220,Phone growth might voice after.,billing,resolved,medium,2026-05-17 22:59:26,2026-05-18 20:59:26,5.0
671,494,News cold organization team case manage.,billing,open,medium,2026-05-17 23:00:50,,
672,115,Arm use nice thought two last.,onboarding,resolved,medium,2026-05-17 22:46:09,2026-05-20 00:46:09,4.0
673,180,Program no whose out important into.,feature_request,in_progress,medium,2026-05-17 22:46:10,,
674,14,Respond individual may beyond.,technical,resolved,medium,2026-05-17 22:50:49,2026-05-19 06:50:49,5.0
675,118,Century career compare I main worker.,billing,open,high,2026-05-17 22:54:03,,
676,101,Economy fall success.,feature_request,closed,medium,2026-05-17 22:53:03,2026-05-19 20:53:03,4.0
677,486,Control see seek necessary political.,technical,resolved,high,2026-05-17 22:53:20,2026-05-18 10:53:20,3.0
678,450,Project security magazine deal son such share million.,billing,resolved,high,2026-05-17 22:59:10,2026-05-18 11:59:10,4.0
679,473,Operation it popular again.,billing,closed,critical,2026-05-17 23:03:03,2026-05-18 00:03:03,5.0
680,404,Building animal ready tell establish along.,technical,resolved,low,2026-05-17 22:59:01,2026-05-20 21:59:01,3.0
681,387,Model office realize apply.,feature_request,resolved,high,2026-05-17 23:01:55,2026-05-18 05:01:55,3.0
682,382,Heavy small every.,billing,in_progress,medium,2026-05-17 22:51:39,,
683,387,Necessary no service nothing.,billing,closed,medium,2026-05-17 22:54:53,2026-05-18 15:54:53,4.0
684,104,Despite including of management moment.,technical,resolved,critical,2026-05-17 22:46:51,2026-05-18 06:46:51,4.0
685,331,Focus evening kitchen business.,onboarding,resolved,critical,2026-05-17 22:46:40,2026-05-18 05:46:40,4.0
686,465,Hospital article small interesting pay many.,technical,open,medium,2026-05-17 22:47:42,,
687,447,Age off believe here.,technical,open,high,2026-05-17 22:56:45,,
688,13,Summer want get.,onboarding,resolved,medium,2026-05-17 22:47:33,2026-05-19 23:47:33,3.0
689,221,From common stop kid.,technical,closed,high,2026-05-17 23:03:02,2026-05-18 05:03:02,4.0
690,208,Unit through floor artist produce.,billing,closed,low,2026-05-17 22:55:16,2026-05-23 17:55:16,5.0
691,183,Machine ball right political save while something maintain.,onboarding,closed,medium,2026-05-17 22:50:40,2026-05-18 11:50:40,2.0
692,455,Employee yourself imagine offer.,technical,resolved,high,2026-05-17 22:56:15,2026-05-18 08:56:15,5.0
693,220,Discuss guy machine head opportunity.,billing,open,low,2026-05-17 22:45:12,,
694,371,Present agree early conference.,billing,resolved,medium,2026-05-17 22:53:21,2026-05-19 13:53:21,4.0
695,37,Toward material size analysis culture significant identify.,onboarding,resolved,medium,2026-05-17 22:53:38,2026-05-19 12:53:38,4.0
696,354,Party tonight artist history.,feature_request,resolved,high,2026-05-17 22:56:27,2026-05-18 09:56:27,4.0
697,135,Effort present pretty activity public employee job thousand.,feature_request,open,critical,2026-05-17 22:45:13,,
698,44,Make child responsibility end over affect rock.,billing,closed,medium,2026-05-17 22:44:04,2026-05-19 03:44:04,2.0
699,319,Own shake media campaign measure seat cup.,onboarding,in_progress,low,2026-05-17 22:47:14,,
700,56,Meet plan answer war.,technical,resolved,high,2026-05-17 22:55:39,2026-05-18 02:55:39,5.0
701,278,Experience democratic any their need much.,billing,resolved,high,2026-05-17 22:51:03,2026-05-18 02:51:03,5.0
702,218,Feeling company phone hot brother artist him police.,technical,resolved,critical,2026-05-17 22:48:58,2026-05-18 05:48:58,4.0
703,8,Bank act lose street star.,technical,open,medium,2026-05-17 22:56:05,,
704,134,Group again almost.,onboarding,resolved,medium,2026-05-17 22:59:45,2026-05-18 17:59:45,3.0
705,303,Pressure knowledge opportunity suggest direction professional.,onboarding,resolved,high,2026-05-17 22:45:02,2026-05-18 14:45:02,2.0
706,401,Significant quality yes pattern race picture military.,feature_request,closed,high,2026-05-17 22:51:30,2026-05-18 22:51:30,3.0
707,2,South whatever author activity away vote.,technical,open,medium,2026-05-17 22:53:56,,
708,490,Figure that her gun.,feature_request,resolved,low,2026-05-17 22:40:01,2026-05-19 01:40:01,3.0
709,123,Kitchen six suddenly other century office near yes.,feature_request,in_progress,medium,2026-05-17 22:59:39,,
710,361,Tough age alone end view strong edge.,billing,resolved,high,2026-05-17 22:59:04,2026-05-18 22:59:04,3.0
711,98,Real beat often age until reduce.,feature_request,open,low,2026-05-17 22:51:17,,
712,321,Wind hope education hundred feel.,feature_request,resolved,medium,2026-05-17 22:59:54,2026-05-18 19:59:54,5.0
713,116,Mother term PM ago.,onboarding,resolved,medium,2026-05-17 22:59:48,2026-05-20 14:59:48,4.0
714,440,Task cover left understand.,feature_request,closed,medium,2026-05-17 22:46:15,2026-05-18 16:46:15,5.0
715,78,Pressure consider scientist truth discussion improve.,billing,closed,medium,2026-05-17 22:42:40,2026-05-18 06:42:40,5.0
716,118,Modern article letter professional until rich tonight.,billing,resolved,high,2026-05-17 22:50:54,2026-05-18 07:50:54,5.0
717,22,Full pressure agreement represent.,feature_request,resolved,high,2026-05-17 22:42:53,2026-05-18 08:42:53,4.0
718,44,Report move bad look operation develop.,feature_request,resolved,medium,2026-05-17 22:50:04,2026-05-19 05:50:04,2.0
719,491,Benefit dog price.,technical,resolved,high,2026-05-17 22:45:56,2026-05-18 11:45:56,3.0
720,285,Behavior effort pull.,billing,in_progress,critical,2026-05-17 22:49:35,,
721,132,Away attorney stay range company reason former.,feature_request,resolved,low,2026-05-17 22:44:23,2026-05-21 06:44:23,5.0
722,214,Campaign loss present section stage keep fill.,billing,resolved,critical,2026-05-17 22:58:02,2026-05-17 23:58:02,5.0
723,395,Military key too region task realize phone.,feature_request,in_progress,medium,2026-05-17 22:48:25,,
724,391,Itself very director magazine environmental writer.,onboarding,in_progress,high,2026-05-17 22:41:06,,
725,197,Without plant general hour she TV value dark.,billing,resolved,critical,2026-05-17 22:50:37,2026-05-18 01:50:37,4.0
726,107,Teach expect only recently fine according for.,onboarding,in_progress,high,2026-05-17 22:54:32,,
727,152,Possible single check long eye in.,technical,resolved,medium,2026-05-17 22:56:15,2026-05-20 03:56:15,3.0
728,139,Effort dream when address miss question.,onboarding,in_progress,low,2026-05-17 22:42:50,,
729,456,Wonder some anything today approach also send.,technical,resolved,low,2026-05-17 22:57:15,2026-05-21 18:57:15,4.0
730,205,Group address prepare agreement environment level east.,technical,resolved,low,2026-05-17 22:43:16,2026-05-20 15:43:16,5.0
731,465,Pm movie nice edge set air marriage woman.,feature_request,resolved,medium,2026-05-17 22:54:47,2026-05-18 09:54:47,4.0
732,257,Security either beyond shoulder apply card field.,technical,resolved,medium,2026-05-17 22:43:05,2026-05-19 17:43:05,4.0
733,177,Worry father put positive authority help leg.,feature_request,resolved,low,2026-05-17 22:42:20,2026-05-22 01:42:20,4.0
734,107,Southern look manager affect including attorney dream.,feature_request,open,medium,2026-05-17 22:53:32,,
735,485,Campaign media direction summer pay hear sport make.,technical,resolved,high,2026-05-17 22:43:04,2026-05-18 06:43:04,5.0
736,166,Dream write easy east activity total range she.,billing,resolved,critical,2026-05-17 22:39:57,2026-05-18 03:39:57,4.0
737,449,Mouth take evidence agent.,technical,closed,high,2026-05-17 22:50:59,2026-05-18 01:50:59,2.0
738,58,Issue bank choice south chair off range.,feature_request,resolved,medium,2026-05-17 22:48:51,2026-05-20 17:48:51,5.0
739,193,Fill that call open high spend red anyone.,technical,resolved,medium,2026-05-17 22:41:35,2026-05-20 18:41:35,4.0
740,347,Production middle heavy ahead forward listen wear.,billing,closed,medium,2026-05-17 22:47:21,2026-05-20 09:47:21,4.0
741,35,Already must wrong.,billing,in_progress,critical,2026-05-17 22:50:34,,
742,497,I decision bar guess its per rest stock.,technical,closed,medium,2026-05-17 22:57:40,2026-05-19 04:57:40,5.0
743,304,My nation sure crime policy.,feature_request,resolved,high,2026-05-17 22:47:26,2026-05-18 14:47:26,4.0
744,224,Family the camera.,feature_request,resolved,low,2026-05-17 22:50:52,2026-05-23 15:50:52,3.0
745,86,Avoid event future control way loss test.,technical,resolved,medium,2026-05-17 22:59:09,2026-05-19 20:59:09,3.0
746,222,Almost bar still impact could center yes class.,billing,resolved,critical,2026-05-17 22:39:44,2026-05-18 03:39:44,1.0
747,123,Western road maybe.,feature_request,closed,low,2026-05-17 22:57:42,2026-05-23 05:57:42,5.0
748,278,Explain form generation speak huge.,onboarding,resolved,low,2026-05-17 22:52:40,2026-05-21 19:52:40,5.0
749,255,Establish these industry pass but could.,onboarding,in_progress,critical,2026-05-17 23:00:26,,
